Season,No. in series,No. in season,Title_Text,Title_Link,Original air date,U.S. viewers (millions),Short Summary
Season 11,230,10,"""The Bed's Too Big Without You""",https://greysanatomy.fandom.com/wiki/The_Bed%27s_Too_Big_Without_You,"February 5, 2015",7.98,"April stays optimistic as Arizona begins testing on her baby, Dr. Herman plans out a crash course in fetal surgery, and Owen and Callie encourage each other to get back into the dating scene. Meanwhile, Meredith, Maggie, and Bailey use the 3D printer to gain a better understanding of their patient’s tumor."
Season 11,231,11,"""All I Could Do Was Cry""",https://greysanatomy.fandom.com/wiki/All_I_Could_Do_Was_Cry,"February 12, 2015",7.81,"After several discussions with Dr. Herman, April and Jackson must face their situation head on and make a difficult decision regarding their unborn child. Catherine arrives in Seattle and bumps into Richard at the hospital. Meanwhile, Meredith tries to find someone to take care of the kids so she can visit Derek for the weekend, and Amelia shows Stephanie some tough love when they work together on a case."
Season 11,232,12,"""The Great Pretender""",https://greysanatomy.fandom.com/wiki/The_Great_Pretender,"February 19, 2015",8.13,"Maggie gets upset when Meredith dodges her questions about DC, Bailey and Ben become concerned about Ben's brother after he is admitted to the hospital, and Dr. Herman starts to warm up to Arizona. Meanwhile, Richard feels manipulated by Catherine."
Season 11,233,13,"""Staring at the End""",https://greysanatomy.fandom.com/wiki/Staring_at_the_End,"February 26, 2015",7.56,"The hospital doctors become fascinated with Dr. Herman's case when Amelia gives a lecture detailing the intricacies of the surgery. Arizona and Herman continue to bond over the amount of cases they are trying to complete before the big surgery. Meanwhile, Bailey brings them the case of a pregnant woman who is close to her heart."
Season 11,234,14,"""The Distance""",https://greysanatomy.fandom.com/wiki/The_Distance,"March 5, 2015",8.09,"In this Amelia-centric episode, Amelia engages in the surgery of a lifetime as a crowd of doctors looks on from the gallery. With Stephanie by her side, she begins operating on Dr. Herman, but quickly realizes it's far more difficult than she anticipated. Meanwhile, Bailey becomes skeptical when Arizona takes on one of Herman’s cases."
Season 11,235,15,"""I Feel the Earth Move""",https://greysanatomy.fandom.com/wiki/I_Feel_the_Earth_Move,"March 12, 2015",7.4,"An earthquake shakes the ground at Grey Sloan Memorial Hospital, trapping Maggie in an elevator and threatening Meredith's long streak of successful surgeries. Meanwhile, Owen gives medical advice to a child over the phone and Ben confides in Jackson."
Season 11,236,16,"""Don't Dream It's Over""",https://greysanatomy.fandom.com/wiki/Don%27t_Dream_It%27s_Over,"March 19, 2015",7.73,"A patient's condition sparks a conversation between Richard and Maggie about Alzheimer's disease. April and Jackson struggle to return to their normal lives. Arizona is faced with the reality that Callie is moving on. Meanwhile, Meredith reveals her biggest fears about Derek."
Season 11,237,17,"""With or Without You""",https://greysanatomy.fandom.com/wiki/With_or_Without_You,"March 26, 2015",8.18,"Meredith, rattled by the latest events, tries to figure out what to do about Derek. Meanwhile, Owen is shocked when his mother is admitted to the hospital."
Season 11,238,18,"""When I Grow Up""",https://greysanatomy.fandom.com/wiki/When_I_Grow_Up,"April 2, 2015",6.64,"A school field trip to the hospital takes a dramatic turn when the kids witness two injured cops enter the emergency room. Meanwhile, Stephanie sets her eyes on one of the chaperones, Callie operates on the leg of the police captain, and Amelia must face her feelings for Owen."
Season 11,239,19,"""Crazy Love""",https://greysanatomy.fandom.com/wiki/Crazy_Love,"April 9, 2015",7.42,"Upon realizing that Owen and Amelia have been seeing each other behind her back, Meredith comes down hard on her sister-in-law causing Amelia to rethink things. Meanwhile, Catherine springs into action when a man is brought into the hospital after his wife seeks revenge on his cheating ways."
Season 11,240,20,"""One Flight Down""",https://greysanatomy.fandom.com/wiki/One_Flight_Down,"April 16, 2015",7.6,"A small plane crash in Seattle causes multiple casualties and brings back horrible memories for the doctors, especially Meredith and Arizona. Meanwhile, friction between Owen and Amelia makes for an uncomfortable working situation for Stephanie."
Season 11,241,21,"""How to Save a Life""",https://greysanatomy.fandom.com/wiki/How_to_Save_a_Life,"April 23, 2015",9.55,Derek witnesses a horrible car accident and springs into action to save lives.
Season 11,242 243,22,"""She's Leaving Home""",https://greysanatomy.fandom.com/wiki/She%27s_Leaving_Home,"April 30, 2015",8.74,"We see how Meredith and the doctors cope after they learn the news of Derek's death. Meanwhile, April makes a shocking decision that Jackson cannot understand, and Bailey and Ben argue over their future."
Season 11,244,23,"""Time Stops""",https://greysanatomy.fandom.com/wiki/Time_Stops,"May 7, 2015",7.74,The doctors of Grey Sloan Memorial Hospital are forced to put their emotions aside when a catastrophic event occurs.
Season 11,245,24,"""You're My Home""",https://greysanatomy.fandom.com/wiki/You%27re_My_Home,"May 14, 2015",8.33,"As the doctors continue to tackle an unfathomable crisis, they are reminded of what is important and brought closer together."
Season 12,246,1,"""Sledgehammer""",https://greysanatomy.fandom.com/wiki/Sledgehammer,"September 24, 2015",9.55,"Grey Sloan Memorial Hospital springs into action to save the lives of two young girls whose powerful story will force some of the doctors to revisit the effects of bullying on their own pasts. Meanwhile, Meredith must adjust to changes at home with her new roommates while Bailey continues to fight for the Chief of Surgery position and Jackson prepares for April’s return to Seattle."
Season 12,247,2,"""Walking Tall""",https://greysanatomy.fandom.com/wiki/Walking_Tall,"October 1, 2015",8.58,"The pressure is on as a determined Bailey tackles her first day as Chief. Meanwhile, April's marriage is in jeopardy and she finds herself unable to address her problems. Meredith struggles to juggle all her responsibilities and Amelia works to define her relationship with Owen."
Season 12,248,3,"""I Choose You""",https://greysanatomy.fandom.com/wiki/I_Choose_You,"October 8, 2015",8.12,"Maggie reevaluates her life choices after receiving an invitation to her ex-boyfriend's wedding. Richard questions Bailey's loyalty, and Jo confides in Stephanie about a secret she's been keeping from Alex. Meanwhile, Alex struggles with a decision that will affect the lives of newborn twins."
Season 12,249,4,"""Old Time Rock and Roll""",https://greysanatomy.fandom.com/wiki/Old_Time_Rock_and_Roll,"October 15, 2015",8.25,"Owen suggests the interns learn a vital lesson on how to break bad news to patients' families, and Arizona's 90 year old patient reassures her that she's destined to find love again. Meanwhile, the sisters completely forget about the dinner party they're hosting for everyone."
Season 12,250,5,"""Guess Who's Coming to Dinner""",https://greysanatomy.fandom.com/wiki/Guess_Who%27s_Coming_to_Dinner,"October 22, 2015",8.96,"In the midst of the sisters' dinner party, Maggie ditches her cooking duties to rush to the hospital. Meanwhile, April steps in to help cook as an attempt to avoid Jackson and Arizona nervously waits to find out more about Callie's new girlfriend."
Season 12,251,6,"""The Me Nobody Knows""",https://greysanatomy.fandom.com/wiki/The_Me_Nobody_Knows,"November 5, 2015",8.5,"Grey Sloan Memorial not only welcomes a new transfer resident, but also a patient who's the topic of conversation after accidentally sending his sex tape to his entire congregation. Meanwhile, Richard wrestles with how to progress his relationship with Maggie when an old friend visits the hospital, and April brings in a case of a young boy from the Middle-East."
Season 12,252,7,"""Something Against You""",https://greysanatomy.fandom.com/wiki/Something_Against_You,"November 12, 2015",8.02,"The team of doctors work on a high stakes case of a long time patient, adding additional pressure to an already tense environment. Meanwhile, Bailey wants Ben to kick out their new roommate, and Arizona is eager to get back into the dating world with a new wingman."
Season 12,253,8,"""Things We Lost in the Fire""",https://greysanatomy.fandom.com/wiki/Things_We_Lost_in_the_Fire_(Grey%27s_Anatomy),"November 19, 2015",8.5,"As the rumor mill around the hospital continues to spiral out of control, Grey Sloan Memorial is flooded with injured firefighters from a nearby wildfire. Maggie struggles to keep things with Andrew professional at work. Meanwhile, Jo questions Alex's priorities."
Season 12,254,9,"""The Sound of Silence""",https://greysanatomy.fandom.com/wiki/The_Sound_of_Silence,"February 11, 2016",8.28,"Meredith is brutally attacked by a patient, and Penny is the one who discovers her. The doctors of Grey Sloan Memorial rush to stabilize Meredith and remain by her side in the harrowing aftermath."
Season 12,255,10,"""All I Want is You""",https://greysanatomy.fandom.com/wiki/All_I_Want_is_You,"February 18, 2016",7.82,"As the hospital deals with Meredith's trauma, Maggie and Callie perform a risky, experimental surgery on Alex's 15-year-old patient against his professional opinion. Meanwhile, Owen and Nathan are still at odds with each other, and Maggie and Andrew's relationship continues to develop."
Season 12,256,11,"""Unbreak My Heart""",https://greysanatomy.fandom.com/wiki/Unbreak_My_Heart,"February 25, 2016",7.23,"The evolution of April and Jackson's relationship is revealed through a series of flashbacks dating back to when they first met. Simultaneously, we follow the years-long progress of one of Jackson's patients."
Season 12,257,12,"""My Next Life""",https://greysanatomy.fandom.com/wiki/My_Next_Life,"March 3, 2016",7.67,"A patient from Meredith's very first surgery as an Intern is readmitted to Grey Sloan Memorial with a new aneurysm, and Amelia takes her case. Meanwhile, Maggie suspects that Richard knows about her relationship with Andrew, and Arizona debates dating again."
Season 12,258,13,"""All Eyez on Me""",https://greysanatomy.fandom.com/wiki/All_Eyez_on_Me,"March 10, 2016",7.53,"Meredith, Bailey, Jackson, Callie and Jo travel to a military hospital to perform an extraordinary and extremely risky surgery on a veteran with an advanced tumor. Meanwhile back at Grey Sloan, Andrew is tired of being Maggie’s worst kept secret, Ben makes an impulsive surgical decision, and a team of cheerleaders wreak havoc in the ER."
Season 12,259,14,"""Odd Man Out""",https://greysanatomy.fandom.com/wiki/Odd_Man_Out,"March 17, 2016",7.83,"Richard throws everyone for a loop when he switches the resident and attending pairings and Arizona takes a huge risk on a woman who is pregnant with quadruplets. Meanwhile, April is faced with a difficult decision."
Season 12,260,15,"""I Am Not Waiting Anymore""",https://greysanatomy.fandom.com/wiki/I_Am_Not_Waiting_Anymore,"March 24, 2016",7.91,"Jackson learns about April's pregnancy, while Alex and the team of doctors handle an hours-long triple-organ transplant surgery. Meredith considers dating again, and Andrew insists on not receiving special treatment after he and Maggie go public."
Season 12,261,16,"""When It Hurts So Bad""",https://greysanatomy.fandom.com/wiki/When_It_Hurts_So_Bad,"March 31, 2016",7.77,"Meredith takes a step forward with Will but quickly regrets it. Maggie senses a disconnection with Andrew, and Amelia reevaluates her relationship with Owen. Meanwhile, Catherine comes into town and really shakes things up with April and Jackson."
Season 12,262,17,"""I Wear the Face""",https://greysanatomy.fandom.com/wiki/I_Wear_the_Face,"April 7, 2016",7.35,"Meredith goes on an ambulance ride with Owen and Nathan to pick up a heart for a transplant patient. Musician & MS patient Kyle Diaz is admitted to Grey Sloan Memorial with a tremor in his hand, and the residents apply for thePreminger Grant. Meanwhile, Catherine continues to insert herself into Jackson and April's business against Richard's wishes."
Season 12,263,18,"""There's a Fine, Fine Line""","https://greysanatomy.fandom.com/wiki/There%27s_a_Fine,_Fine_Line","April 14, 2016",7.97,"After a missing child forces the hospital into lockdown, Ben decides to operate on a pregnant mother without the proper surgical equipment. Miranda, as Chief, is faced with the repercussions of the event and whether or not Ben's impulsive actions were justified."
Season 12,264,19,"""It's Alright, Ma (I'm Only Bleeding)""","https://greysanatomy.fandom.com/wiki/It%27s_Alright,_Ma_(I%27m_Only_Bleeding)","April 14, 2016",7.97,"Miranda continues to deal with the aftermath of Ben's reckless decisions and forms an advisory committee to recommend proper disciplinary action against him. Meanwhile, April and Jackson try to put their differences aside for the sake of their baby, and Arizona makes a decision that could affect her relationship with Callie forever."
Season 12,265,20,"""Trigger Happy""",https://greysanatomy.fandom.com/wiki/Trigger_Happy,"April 21, 2016",7.65,"The doctors work frantically to save a young boy who was accidentally shot. Meanwhile, Arizona is upset when Callie tries to make an important decision about Sofia's future without consulting her."
Season 12,266,21,"""You're Gonna Need Someone on Your Side""",https://greysanatomy.fandom.com/wiki/You%27re_Gonna_Need_Someone_on_Your_Side,"April 28, 2016",7.91,Stephanie's relationship to Kyle becomes complicated. Meredith encourages Amelia and Owen to take a chance and choose to be a real couple. Arizona and Callie are at odds and put their friends in the middle of an uncomfortable situation.
Season 12,267,22,"""Mama Tried""",https://greysanatomy.fandom.com/wiki/Mama_Tried,"May 5, 2016",7.66,"Callie and Arizona are at odds over Sofia's future, and Stephanie questions the status of her relationship with Kyle. Meanwhile, Alex and April work on a pregnant teen who is readmitted to Grey Sloan Memorial."
Season 12,268,23,"""At Last""",https://greysanatomy.fandom.com/wiki/At_Last,"May 12, 2016",7.77,"Amelia and Owen take their relationship to the next level. Alex gains some clarity on his future with Jo, and Callie and Arizona continue to struggle with the current custody arrangement."
Season 12,269,24,"""Family Affair""",https://greysanatomy.fandom.com/wiki/Family_Affair,"May 19, 2016",8.19,"Meredith and Maggie support Amelia on an important day. Jo reveals that she has been keeping secrets from Alex while Arizona and Callie deal with the impact of their custody arrangement. Meanwhile, Ben leaps into action to help a friend."
Season 13,270,1,"""Undo""",https://greysanatomy.fandom.com/wiki/Undo,"September 22, 2016",8.75,"When one of Grey Sloan's own lands in the hospital, Bailey tries to figure out what happened while the rest of the doctors jump in to help. Meredith juggles huge secrets that affect her relationships with Alex and Maggie. While Richard helps Jo with a big decision, April and Catherine clash over the new baby."
Season 13,271,2,"""Catastrophe and the Cure""",https://greysanatomy.fandom.com/wiki/Catastrophe_and_the_Cure,"September 29, 2016",8.41,"Meredith considers her loyalties, as Alex deals with the repercussions of his actions. Newlyweds Amelia and Owen host a dinner party with unlikely guests, and Jackson proposes an arrangement to help April through her recovery."
Season 13,272,3,"""I Ain't No Miracle Worker""",https://greysanatomy.fandom.com/wiki/I_Ain%27t_No_Miracle_Worker,"October 6, 2016",8.08,"A car crash at a funeral brings a bickering family into the hospital. Back from New York, Arizona ends up caught between Alex and Andrew. While Ben takes on a new parenting role, Amelia helps Meredith and Maggie through a problem."
Season 13,273,4,"""Falling Slowly""",https://greysanatomy.fandom.com/wiki/Falling_Slowly,"October 13, 2016",7.8,"Alex tries to do the right thing, but still can't catch a break. Jackson and April adjust to their ""new normal"" with the baby. While Meredith and Nathan establish what's going on between them, Amelia questions the status of her relationship with Owen."
Season 13,274,5,"""Both Sides Now""",https://greysanatomy.fandom.com/wiki/Both_Sides_Now,"October 20, 2016",8.17,"Meredith and Bailey are at odds when both of their patients need a liver transplant, Owen seeks help from the other doctors when he is charged with babysitting baby Harriet for the day, and Amelia struggles with telling Owen some important news."
Season 13,275,6,"""Roar""",https://greysanatomy.fandom.com/wiki/Roar,"October 27, 2016",8.17,"A familiar face returns to Grey Sloan, throwing many of the doctors for a loop. With Catherine putting on the pressure, Bailey has to make a decision about Alex, while a tough ER case makes Amelia's bad day even worse."
Season 13,276,7,"""Why Try to Change Me Now""",https://greysanatomy.fandom.com/wiki/Why_Try_to_Change_Me_Now,"November 3, 2016",7.6,"The arrival of a new consultant puts all of the doctors on edge, especially once she starts stepping on toes in the OR. Amelia and Owen bring their personal problems into the hospital, while April explores some uncharted territory."
Season 13,277,8,"""The Room Where It Happens""",https://greysanatomy.fandom.com/wiki/The_Room_Where_It_Happens,"November 10, 2016",7.25,"A difficult surgery brings back pivotal memories for Meredith, Richard, Owen, and Stephanie, as they work together to save a life."
Season 13,278,9,"""You Haven't Done Nothin'""",https://greysanatomy.fandom.com/wiki/You_Haven%27t_Done_Nothin%27,"November 17, 2016",8.04,"Believing he's going to jail tomorrow, Alex makes a big decision about his future. While the hospital is overrun with victims of a building collapse, Richard demands answers from Bailey about Eliza's presence at Grey Sloan."
Season 13,279,10,"""You Can Look (But You'd Better Not Touch)""",https://greysanatomy.fandom.com/wiki/You_Can_Look_(But_You%27d_Better_Not_Touch),"January 26, 2017",9.59,"Bailey, Arizona and Jo go to a maximum security women's prison to treat a violent, 16-year-old pregnant girl and her unborn baby."
Season 13,280,11,"""Jukebox Hero""",https://greysanatomy.fandom.com/wiki/Jukebox_Hero,"February 2, 2017",8.49,"Richard and the attendings set out to make Eliza's first day at Grey Sloan a bumpy one. Meanwhile, Meredith tries to track down Alex."
Season 13,281,12,"""None of Your Business""",https://greysanatomy.fandom.com/wiki/None_of_Your_Business,"February 9, 2017",8.46,"Maggie gets a surprise visit from her mother at the hospital. Bailey has to make a difficult decision when one of the attendings refuses to work with Eliza, and Stephanie gets caught up in Owen and Amelia's personal drama."
Season 13,282,13,"""It Only Gets Much Worse""",https://greysanatomy.fandom.com/wiki/It_Only_Gets_Much_Worse,"February 16, 2017",7.68,"The residents are excited for Eliza's next phase of teaching, but they spend the day caught between the warring attendings. Meanwhile, April has a challenging first day in her new role at the hospital."
Season 13,283,14,"""Back Where You Belong""",https://greysanatomy.fandom.com/wiki/Back_Where_You_Belong,"February 23, 2017",7.71,"Alex returns to the hospital and discovers a lot has changed since he left. Meanwhile, Jo has to make a difficult decision on a case, and Arizona tries to distance herself from Eliza."
Season 13,284,15,"""Civil War""",https://greysanatomy.fandom.com/wiki/Civil_War,"March 9, 2017",7.31,"Richard, Jackson, April, and Catherine tackle a grueling trauma case intensified by hospital politics, Amelia finally faces her feelings about Owen, and Meredith gets caught between Nathan and Alex over a patient."
Season 13,285,16,"""Who Is He (And What Is He To You)?""",https://greysanatomy.fandom.com/wiki/Who_Is_He_(And_What_Is_He_To_You)%3F,"March 16, 2017",7.9,"Jackson and April travel to Montana in order to perform a complicated surgery on a young patient, but Jackson's mind is elsewhere, and April is forced to step up and get him back on track."
Season 13,286,17,"""Till I Hear It From You""",https://greysanatomy.fandom.com/wiki/Till_I_Hear_It_From_You,"March 23, 2017",7.8,"Diane Pierce returns to Grey Sloan, but Maggie is still in the dark as to why she's really there. Owen and Amelia hash out their problems as they work a trauma case together, and Bailey tries to mend her relationship with Richard."
Season 13,287,18,"""Be Still, My Soul""","https://greysanatomy.fandom.com/wiki/Be_Still,_My_Soul","March 30, 2017",7.62,"When Maggie's mom's health deteriorates, the doctors are at odds over how to treat her. Meanwhile, Richard comes to grips with Bailey's betrayal over the Residency Program."
Season 13,288,19,"""What's Inside""",https://greysanatomy.fandom.com/wiki/What%27s_Inside,"April 6, 2017",7.23,"When Maggie takes on a big case, many of the doctors are worried she's not the right one for the job while Stephanie makes a mistake, treating one of Grey Sloan's own."
Season 13,289,20,"""In the Air Tonight""",https://greysanatomy.fandom.com/wiki/In_the_Air_Tonight,"April 13, 2017",7.19,Meredith and Nathan have to confront their feelings when they are stuck sitting next to each other on a plane.
Season 13,290,21,"""Don't Stop Me Now""",https://greysanatomy.fandom.com/wiki/Don%27t_Stop_Me_Now,"April 27, 2017",7.02,"Bailey and April work to fix things between Richard and Catherine. Meanwhile, Eliza continues to pursue Arizona, and one of Alex's previous patients returns to Grey Sloan."
Season 13,291,22,"""Leave It Inside""",https://greysanatomy.fandom.com/wiki/Leave_It_Inside,"May 4, 2017",7.09,"April and Andrew consult with a fiery patient who has a giant, inoperable heart tumor. Meanwhile, Alex and Eliza are at odds over the treatment of a young patient, and Stephanie and Ben make decisions that could affect their careers."
Season 13,292,23,"""True Colors",https://greysanatomy.fandom.com/wiki/True_Colors_(Grey%27s_Anatomy),"May 11, 2017",7.02,"The doctors of Grey Sloan encounter a difficult case involving a dangerous patient. Meanwhile, Owen receives life-changing news that pushes Amelia to step up to support him, and Alex attends a medical conference after making a shocking discovery."
Season 13,293,24,"""Ring of Fire""",https://greysanatomy.fandom.com/wiki/Ring_of_Fire,"May 18, 2017",7.92,The doctors' lives are at risk after a dangerous patient escapes the hospital room. Alex must make a difficult decision in his relationship with Jo. Meredith has big news for Nathan that brings things to a turning point.
Season 14,294,1,"""Break Down the House""",https://greysanatomy.fandom.com/wiki/Break_Down_the_House,"September 28, 2017",8.07,"Meredith and the team are focused on helping Owen's sister after her shocking return, and Amelia faces a conflict over a patient. Meanwhile, Bailey is forced to give Grey Sloan a facelift after the fire and the doctors are introduced to a few new faces that spice things up around the hospital."
Season 14,295,2,"""Get Off on the Pain""",https://greysanatomy.fandom.com/wiki/Get_Off_on_the_Pain,"September 28, 2017",8.07,Meredith struggles to come up with a new plan for Owen's sister. Jo makes a surprising choice regarding Alex. Andrew's sister's controversial research leads to a shocking discovery.
Season 14,296,3,"""Go Big or Go Home""",https://greysanatomy.fandom.com/wiki/Go_Big_or_Go_Home,"October 5, 2017",8.06,"Harper Avery arrives, putting Bailey on edge. A familiar face from Meredith's past returns as a patient, and Amelia tries to manage a secret."
Season 14,297,4,"""Ain't That a Kick in the Head""",https://greysanatomy.fandom.com/wiki/Ain%27t_That_a_Kick_in_the_Head,"October 12, 2017",8.08,"Amelia confronts a difficult situation, while Meredith deals with the fallout from her conversation with Nathan. Maggie finds herself at an awkward family dinner, Jackson receives big news, and Richard and Bailey search for the stars of tomorrow."
Season 14,298,5,"""Danger Zone""",https://greysanatomy.fandom.com/wiki/Danger_Zone,"October 26, 2017",7.67,"In a flashback to Iraq in 2007, the events leading up to Megan's kidnapping are revealed. In present day, Owen and Megan hash out old wounds."
Season 14,299,6,"""Come on Down to My Boat, Baby""","https://greysanatomy.fandom.com/wiki/Come_on_Down_to_My_Boat,_Baby","November 2, 2017",7.38,"Jackson decides he needs some time off and invites the guys to join him on a day out at sea, while Arizona, April, and Maggie treat a woman who is hiding a deadly secret."
Season 14,300,7,"""Who Lives, Who Dies, Who Tells Your Story""","https://greysanatomy.fandom.com/wiki/Who_Lives,_Who_Dies,_Who_Tells_Your_Story","November 9, 2017",8.13,"After a roller coaster car falls off the track at the county fair, the doctors at Grey Sloan tend to patients who spark memories about ghosts from their past."
Season 14,301,8,"""Out of Nowhere""",https://greysanatomy.fandom.com/wiki/Out_of_Nowhere,"November 16, 2017",7.52,"A hacker compromises the hospital’s computer system, causing monitors, phones, labs and patient files to all go down. As technology fails them, Bailey attempts to keep the peace but chaos erupts and the doctors are forced to get creative in their methods to treat the patients."
Season 14,302,9,"""1-800-799-7233""",https://greysanatomy.fandom.com/wiki/1-800-799-7233,"January 18, 2018",8.27,"Jo finally faces her estranged, abusive husband Paul Stadler, while Grey Sloan continues to work with the FBI after a hacker has compromised the hospital's computer system."
Season 14,303,10,"""Personal Jesus""",https://greysanatomy.fandom.com/wiki/Personal_Jesus,"January 25, 2018",8.62,"A young boy is admitted to Grey Sloan Memorial and his case has a profound impact on the doctors. Meanwhile, April is faced with a surprising patient, and Jo continues to deal with her estranged husband."
Season 14,304,11,"""(Don't Fear) the Reaper""",https://greysanatomy.fandom.com/wiki/(Don%27t_Fear)_the_Reaper,"February 1, 2018",8.93,The stress of managing the hospital and coming to terms with Ben’s decision to become a Seattle firefighter pushes Bailey to her limits.
Season 14,305,12,"""Harder, Better, Faster, Stronger""","https://greysanatomy.fandom.com/wiki/Harder,_Better,_Faster,_Stronger","February 8, 2018",7.32,"April is in charge of the new Grey Sloan Surgical Innovation Contest, and the doctors are eager to start their projects. Meanwhile, Catherine’s old friend has a shocking idea for Catherine and Jackson, and Meredith treats a returning patient who inspires her project."
Season 14,306,13,"""You Really Got a Hold on Me""",https://greysanatomy.fandom.com/wiki/You_Really_Got_a_Hold_on_Me,"March 1, 2018",7.52,"Seattle Firefighters Ben Warren and Andy Herrera head to Grey Sloan after rescuing two boys that are injured in a house fire. With one of the boys' lives literally in Andy's hands, her skills are put to the test. Meanwhile, the doctors are hard at work on their projects for the Grey Sloan Surgical Innovation Contest and Amelia brings Tom Koracick in to consult on her and Alex's patient."
Season 14,307,14,"""Games People Play""",https://greysanatomy.fandom.com/wiki/Games_People_Play,"March 8, 2018",7.07,"Maggie's relationship with Clive starts to progress, and she invites him over for a game night to meet Meredith and Amelia. Meredith and Jo meet with the owner of the patent to the polymer they need for their project, who coincidentally is a friend of the family."
Season 14,308,15,"""Old Scars, Future Hearts""","https://greysanatomy.fandom.com/wiki/Old_Scars,_Future_Hearts","March 15, 2018",7.18,"Meredith tries to learn more about Marie Cerone’s history with her mother. Meanwhile, Jo is applying for fellowships around the country and it throws Alex for a loop, and Tom Koracick helps April acknowledge her crisis of faith."
Season 14,309,16,"""Caught Somewhere in Time""",https://greysanatomy.fandom.com/wiki/Caught_Somewhere_in_Time,"March 22, 2018",7.61,"Maggie and Jackson are enjoying spending time together, but he must turn his concentration toward the groundbreaking vaginoplasty surgery he has scheduled with Catherine and Richard. Meanwhile, Meredith and Jo hit a roadblock with their contest submission, so Jo helps Bailey with an incoming trauma patient who used to be an astronaut."
Season 14,310,17,"""One Day Like This""",https://greysanatomy.fandom.com/wiki/One_Day_Like_This,"March 29, 2018",7.15,"April's crisis of faith is challenged by a patient she treats who is a rabbi, and Meredith treats a patient who is a transplant surgeon from another hospital."
Season 14,311,18,"""Hold Back the River""",https://greysanatomy.fandom.com/wiki/Hold_Back_the_River,"April 5, 2018",6.84,"Amelia, Koracick, and DeLuca perform a risky, groundbreaking procedure using ultrasound waves to remove a young patient’s brain tumor. Meanwhile, Meredith and Jo work with different polymers to try to salvage their project submission, and Richard’s AA sponsor is admitted to Grey Sloan with a DNR."
Season 14,312,19,"""Beautiful Dreamer""",https://greysanatomy.fandom.com/wiki/Beautiful_Dreamer,"April 12, 2018",6.97,"An agent from ICE shows up at Grey Sloan in search of an employee who may be working in the U.S. under DACA. Alex's patient Kimmie wants to leave the hospital to enjoy her final days, but Alex feels differently. Meanwhile, Arizona treats Matthew Taylor's baby and April wants to do whatever she can to help."
Season 14,313,20,"""Judgment Day""",https://greysanatomy.fandom.com/wiki/Judgment_Day,"April 19, 2018",6.93,"During presentations on Grey Sloan Surgical Innovation Prototypes Day, Arizona shares some cookies from an appreciative patient that, unbeknownst to her, contain a special ingredient. Meanwhile, Catherine reveals some shocking details to Jackson about his grandfather’s past and Jo steps in mid-operation on a major surgery after Bailey and Meredith are down for the count."
Season 14,314,21,"""Bad Reputation""",https://greysanatomy.fandom.com/wiki/Bad_Reputation,"April 26, 2018",6.54,"The hospital brings in crisis management to help them sort out allegations against Harper Avery. Meanwhile, Nurse Olivia shows up at Grey Sloan with her son, throwing Alex and Jo for a loop, and Arizona decides to spend more time with Sofia, who is having a hard time at school."
Season 14,315,22,"""Fight For Your Mind""",https://greysanatomy.fandom.com/wiki/Fight_For_Your_Mind,"May 3, 2018",6.66,"Alex and Jo go on a road trip to Iowa to find Alex’s mom, whom he hasn’t heard from in a very long time. Meanwhile, Meredith gives a presentation on her mini-livers project, which attracts a ton of attention, and Jackson works to rebuild the foundation after its reputation is threatened."
Season 14,316,23,"""Cold as Ice""",https://greysanatomy.fandom.com/wiki/Cold_as_Ice,"May 10, 2018",7.35,"One of Grey Sloan Memorial’s own is seriously injured, making the team reflect on what is truly important to them. Meanwhile, Nicole Herman pays a visit to GSM and talks to Arizona about an exciting opportunity."
Season 14,317,24,"""All of Me""",https://greysanatomy.fandom.com/wiki/All_of_Me,"May 17, 2018",7.6,"The doctors attend Alex and Jo's wedding, and things do not go as planned. Meanwhile, the stress from the past year has taken a toll on Bailey, and she will re-evaluate some of her decisions."
Season 15,318,1,"""With a Wonder and a Wild Desire""",https://greysanatomy.fandom.com/wiki/With_a_Wonder_and_a_Wild_Desire,"September 27, 2018",6.81,"The doctors at Grey Sloan Memorial vie for a new position. Meredith is seemingly distracted and struggles to stay focused, and Maggie finds herself the keeper of a big secret while Amelia and Owen try to figure out their relationship. Meanwhile, Jo and Alex's honeymoon doesn't go exactly as planned."
Season 15,319,2,"""Broken Together""",https://greysanatomy.fandom.com/wiki/Broken_Together,"September 27, 2018",6.81,"New doctors continue to shake up the hospital in typical Grey Sloan manner. Meredith bonds with a patient while Jackson struggles with the meaning behind recent experiences, and after making a life-changing decision, Jo forms an unexpected alliance."
Season 15,320,3,"""Gut Feeling""",https://greysanatomy.fandom.com/wiki/Gut_Feeling,"October 4, 2018",6.61,"Meredith works on a patient who happens to specialize in matchmaking, and a seemingly drunk patient pushes Richard's buttons and gives him a medical mystery to solve. Meanwhile, Maggie tries to reach Teddy after bearing the burden of her secret becomes overwhelming as she struggles with issues in her own personal life."
Season 15,321,4,"""Momma Knows Best""",https://greysanatomy.fandom.com/wiki/Momma_Knows_Best,"October 11, 2018",6.72,"Meredith turns heads when she shows up to work done up and ready for her blind date later that day, while Alex makes a questionable decision in order to save a patient. Meanwhile, the burden of knowing Teddy's secret keeps Maggie up at night, ultimately making her decide she has to tell someone."
